,발전량,일시,지점,지점명,기온(°C),강수량(mm),풍속(m/s),습도(%),전운량(10분위),미세먼지
328,10.6,2020-01-14 16:00,258.0,보성군,6.3,0.0,5.8,48.0,2.0,1
329,1.7,2020-01-14 17:00,258.0,보성군,5.3,0.0,4.8,52.0,0.0,1
330,0.0,2020-01-14 18:00,258.0,보성군,3.9,0.0,3.8,57.0,0.0,1
331,0.0,2020-01-14 19:00,258.0,보성군,2.7,0.0,2.9,62.0,0.0,1
332,0.0,2020-01-14 20:00,258.0,보성군,1.5,0.0,2.6,70.0,0.0,1
333,0.0,2020-01-14 21:00,258.0,보성군,0.4,0.0,0.8,76.0,0.0,1
334,0.0,2020-01-14 22:00,258.0,보성군,-0.7,0.0,2.6,83.0,0.0,1
335,0.0,2020-01-14 23:00,258.0,보성군,-1.1,0.0,3.1,86.0,0.0,1
336,0.0,2020-01-15 00:00,258.0,보성군,0.5,0.0,3.4,78.0,0.0,1
337,0.0,2020-01-15 01:00,258.0,보성군,-0.3,0.0,3.3,83.0,0.0,1
338,0.0,2020-01-15 02:00,258.0,보성군,-0.5,0.0,3.3,82.0,0.0,1
339,0.0,2020-01-15 03:00,258.0,보성군,-0.6,0.0,3.6,82.0,0.0,1
340,0.0,2020-01-15 04:00,258.0,보성군,-0.4,0.0,4.1,77.0,0.0,1
341,0.0,2020-01-15 05:00,258.0,보성군,-1.0,0.0,2.6,79.0,0.0,1
342,0.0,2020-01-15 06:00,258.0,보성군,0.3,0.0,2.4,66.0,0.0,1
343,0.2,2020-01-15 07:00,258.0,보성군,-0.6,0.0,3.7,72.0,0.0,1
344,9.3,2020-01-15 08:00,258.0,보성군,-0.4,0.0,3.2,70.0,1.0,1
345,33.6,2020-01-15 09:00,258.0,보성군,2.3,0.0,3.0,56.0,0.0,1
350,65.6,2020-01-15 14:00,258.0,보성군,5.8,0.0,6.4,47.0,0.0,1
351,33.2,2020-01-15 15:00,258.0,보성군,5.8,0.0,6.3,45.0,0.0,1
352,7.6,2020-01-15 16:00,258.0,보성군,5.1,0.0,5.4,50.0,6.0,1
353,1.3,2020-01-15 17:00,258.0,보성군,3.9,0.0,3.8,56.0,6.0,1
354,0.0,2020-01-15 18:00,258.0,보성군,2.6,0.0,4.6,58.0,8.0,1
355,0.0,2020-01-15 19:00,258.0,보성군,1.8,0.0,3.9,59.0,8.0,1
356,0.0,2020-01-15 20:00,258.0,보성군,2.1,0.0,4.4,57.0,5.0,1
357,0.0,2020-01-15 21:00,258.0,보성군,0.8,0.0,4.0,65.0,9.0,1
358,0.0,2020-01-15 22:00,258.0,보성군,0.6,0.0,2.2,65.0,9.0,1
359,0.0,2020-01-15 23:00,258.0,보성군,0.0,0.0,2.5,71.0,8.0,1
360,0.0,2020-01-16 00:00,258.0,보성군,0.1,0.0,2.4,67.0,8.0,1
361,0.0,2020-01-16 01:00,258.0,보성군,-0.3,0.0,2.3,71.0,10.0,1
362,0.0,2020-01-16 02:00,258.0,보성군,0.1,0.0,2.5,68.0,10.0,1
363,0.0,2020-01-16 03:00,258.0,보성군,0.3,0.0,4.0,66.0,10.0,1
364,0.0,2020-01-16 04:00,258.0,보성군,0.4,0.0,4.7,65.0,10.0,1
365,0.0,2020-01-16 05:00,258.0,보성군,0.3,0.0,4.2,64.0,9.0,1
366,0.0,2020-01-16 06:00,258.0,보성군,0.5,0.0,1.5,60.0,9.0,1
367,0.0,2020-01-16 07:00,258.0,보성군,0.7,0.0,1.8,56.0,9.0,1
369,24.0,2020-01-16 09:00,258.0,보성군,1.4,0.0,4.3,54.0,10.0,1
370,53.9,2020-01-16 10:00,258.0,보성군,2.8,0.0,2.8,45.0,7.0,1
375,47.1,2020-01-16 15:00,258.0,보성군,7.5,0.0,3.3,29.0,6.0,1
376,11.4,2020-01-16 16:00,258.0,보성군,7.2,0.0,3.3,33.0,6.0,1
377,1.2,2020-01-16 17:00,258.0,보성군,6.1,0.0,2.3,44.0,7.0,1
378,0.0,2020-01-16 18:00,258.0,보성군,4.3,0.0,1.7,54.0,8.0,1
379,0.0,2020-01-16 19:00,258.0,보성군,4.9,0.0,4.2,46.0,9.0,1
380,0.0,2020-01-16 20:00,258.0,보성군,4.2,0.0,3.2,46.0,10.0,1
381,0.0,2020-01-16 21:00,258.0,보성군,3.9,0.0,3.5,46.0,10.0,1
382,0.0,2020-01-16 22:00,258.0,보성군,3.2,0.0,2.8,50.0,10.0,1
383,0.0,2020-01-16 23:00,258.0,보성군,3.0,0.0,2.2,53.0,10.0,1
384,0.0,2020-01-17 00:00,258.0,보성군,2.9,0.0,2.3,52.0,10.0,1
385,0.0,2020-01-17 01:00,258.0,보성군,2.7,0.0,3.0,51.0,9.0,1
386,0.0,2020-01-17 02:00,258.0,보성군,2.2,0.0,2.5,53.0,9.0,1
387,0.0,2020-01-17 03:00,258.0,보성군,2.1,0.0,2.5,53.0,9.0,1
388,0.0,2020-01-17 04:00,258.0,보성군,1.9,0.0,2.5,53.0,9.0,1
389,0.0,2020-01-17 05:00,258.0,보성군,1.0,0.0,2.6,56.0,8.0,1
390,0.0,2020-01-17 06:00,258.0,보성군,1.6,0.0,2.7,53.0,10.0,1
391,0.1,2020-01-17 07:00,258.0,보성군,1.6,0.0,3.4,49.0,9.0,1
392,4.1,2020-01-17 08:00,258.0,보성군,0.9,0.0,3.3,54.0,8.0,1
393,15.1,2020-01-17 09:00,258.0,보성군,2.1,0.0,3.0,49.0,6.0,1
394,23.9,2020-01-17 10:00,258.0,보성군,3.7,0.0,3.2,40.0,7.0,1
395,43.1,2020-01-17 11:00,258.0,보성군,5.5,0.0,3.5,36.0,5.0,1
398,59.6,2020-01-17 14:00,258.0,보성군,9.2,0.0,5.1,26.0,6.0,1
399,51.8,2020-01-17 15:00,258.0,보성군,9.1,0.0,4.5,28.0,7.0,1
400,15.0,2020-01-17 16:00,258.0,보성군,8.3,0.0,5.1,26.0,3.0,1
401,2.8,2020-01-17 17:00,258.0,보성군,7.2,0.0,4.5,28.0,3.0,1
402,0.0,2020-01-17 18:00,258.0,보성군,5.2,0.0,5.3,37.0,1.0,1
403,0.0,2020-01-17 19:00,258.0,보성군,3.6,0.0,6.0,49.0,0.0,1
404,0.0,2020-01-17 20:00,258.0,보성군,3.0,0.0,4.9,52.0,0.0,1
405,0.0,2020-01-17 21:00,258.0,보성군,2.0,0.0,6.7,56.0,0.0,1
406,0.0,2020-01-17 22:00,258.0,보성군,2.0,0.0,5.5,51.0,0.0,1
407,0.0,2020-01-17 23:00,258.0,보성군,1.6,0.0,4.6,52.0,0.0,1
408,0.0,2020-01-18 00:00,258.0,보성군,1.1,0.0,4.6,56.0,0.0,1
409,0.0,2020-01-18 01:00,258.0,보성군,0.8,0.0,5.2,57.0,0.0,1
410,0.0,2020-01-18 02:00,258.0,보성군,0.9,0.0,4.1,58.0,0.0,1
411,0.0,2020-01-18 03:00,258.0,보성군,0.2,0.0,3.9,63.0,0.0,1
412,0.0,2020-01-18 04:00,258.0,보성군,0.2,0.0,4.1,65.0,0.0,1
413,0.0,2020-01-18 05:00,258.0,보성군,0.1,0.0,3.4,60.0,0.0,1
414,0.0,2020-01-18 06:00,258.0,보성군,0.9,0.0,3.8,51.0,0.0,1
415,0.3,2020-01-18 07:00,258.0,보성군,1.8,0.0,5.7,48.0,2.0,1
416,10.3,2020-01-18 08:00,258.0,보성군,1.4,0.0,2.9,51.0,5.0,1
417,36.8,2020-01-18 09:00,258.0,보성군,2.8,0.0,5.8,49.0,0.0,1
421,78.9,2020-01-18 13:00,258.0,보성군,8.5,0.0,6.3,31.0,0.0,1
422,68.6,2020-01-18 14:00,258.0,보성군,8.9,0.0,7.0,31.0,0.0,1
423,57.1,2020-01-18 15:00,258.0,보성군,9.3,0.0,6.4,30.0,0.0,1
424,13.6,2020-01-18 16:00,258.0,보성군,8.9,0.0,5.0,29.0,0.0,1
425,2.8,2020-01-18 17:00,258.0,보성군,7.6,0.0,5.1,32.0,0.0,1
426,0.0,2020-01-18 18:00,258.0,보성군,5.9,0.0,2.9,39.0,0.0,1
427,0.0,2020-01-18 19:00,258.0,보성군,4.5,0.0,5.3,54.0,0.0,1
428,0.0,2020-01-18 20:00,258.0,보성군,3.6,0.0,5.1,58.0,0.0,1
429,0.0,2020-01-18 21:00,258.0,보성군,3.2,0.0,3.4,56.0,0.0,1
430,0.0,2020-01-18 22:00,258.0,보성군,2.8,0.0,5.0,63.0,2.0,1
431,0.0,2020-01-18 23:00,258.0,보성군,2.4,0.0,2.3,66.0,2.0,1
432,0.0,2020-01-19 00:00,258.0,보성군,2.5,0.0,3.3,69.0,4.0,1
433,0.0,2020-01-19 01:00,258.0,보성군,1.7,0.0,4.5,73.0,6.0,1
434,0.0,2020-01-19 02:00,258.0,보성군,1.1,0.0,4.8,77.0,8.0,1
435,0.0,2020-01-19 03:00,258.0,보성군,1.5,0.0,5.0,74.0,7.0,1
436,0.0,2020-01-19 04:00,258.0,보성군,2.6,0.0,2.7,68.0,10.0,1
437,0.0,2020-01-19 05:00,258.0,보성군,1.6,0.0,2.6,73.0,10.0,1
438,0.0,2020-01-19 06:00,258.0,보성군,1.7,0.0,3.7,74.0,10.0,1
439,0.0,2020-01-19 07:00,258.0,보성군,2.1,0.0,3.2,73.0,10.0,1
440,2.4,2020-01-19 08:00,258.0,보성군,2.3,0.0,2.6,72.0,10.0,1
441,5.8,2020-01-19 09:00,258.0,보성군,3.7,0.0,3.9,67.0,10.0,1
442,10.8,2020-01-19 10:00,258.0,보성군,4.1,0.0,1.6,68.0,10.0,1
443,17.2,2020-01-19 11:00,258.0,보성군,5.5,0.0,2.5,65.0,9.0,1
444,6.7,2020-01-19 12:00,258.0,보성군,6.5,0.0,3.6,64.0,9.0,1
445,7.5,2020-01-19 13:00,258.0,보성군,6.1,0.0,4.3,69.0,9.0,1
446,11.1,2020-01-19 14:00,258.0,보성군,6.8,0.0,4.4,70.0,9.0,0
447,10.3,2020-01-19 15:00,258.0,보성군,7.4,0.0,5.9,67.0,9.0,0
448,10.6,2020-01-19 16:00,258.0,보성군,7.4,0.0,3.5,67.0,8.0,0
449,0.7,2020-01-19 17:00,258.0,보성군,7.1,0.0,3.7,66.0,4.0,0
450,0.0,2020-01-19 18:00,258.0,보성군,5.9,0.0,2.6,70.0,0.0,0
451,0.0,2020-01-19 19:00,258.0,보성군,3.9,0.0,2.6,76.0,0.0,0
452,0.0,2020-01-19 20:00,258.0,보성군,4.1,0.0,2.9,75.0,0.0,0
453,0.0,2020-01-19 21:00,258.0,보성군,3.6,0.0,2.3,75.0,0.0,0
454,0.0,2020-01-19 22:00,258.0,보성군,3.3,0.0,2.9,76.0,0.0,0
455,0.0,2020-01-19 23:00,258.0,보성군,0.5,0.0,2.4,85.0,0.0,0
456,0.0,2020-01-20 00:00,258.0,보성군,-0.6,0.0,1.7,91.0,0.0,0
457,0.0,2020-01-20 01:00,258.0,보성군,-0.2,0.0,2.3,93.0,0.0,0
458,0.0,2020-01-20 02:00,258.0,보성군,0.0,0.0,2.0,88.0,1.0,0
459,0.0,2020-01-20 03:00,258.0,보성군,0.0,0.0,2.2,91.0,0.0,0
460,0.0,2020-01-20 04:00,258.0,보성군,0.3,0.0,2.8,87.0,2.0,0
461,0.0,2020-01-20 05:00,258.0,보성군,0.9,0.0,1.6,85.0,1.0,0
462,0.0,2020-01-20 06:00,258.0,보성군,2.7,0.0,2.4,73.0,4.0,0
463,0.1,2020-01-20 07:00,258.0,보성군,3.2,0.0,3.4,70.0,5.0,0
464,4.8,2020-01-20 08:00,258.0,보성군,2.3,0.0,2.6,75.0,1.0,1
465,14.9,2020-01-20 09:00,258.0,보성군,2.5,0.0,1.1,79.0,6.0,1
466,39.6,2020-01-20 10:00,258.0,보성군,5.3,0.0,2.1,62.0,8.0,1
467,54.0,2020-01-20 11:00,258.0,보성군,6.9,0.0,5.9,58.0,7.0,1
468,61.9,2020-01-20 12:00,258.0,보성군,7.8,0.0,7.5,44.0,5.0,1
469,75.5,2020-01-20 13:00,258.0,보성군,8.3,0.0,7.6,44.0,4.0,1
470,68.6,2020-01-20 14:00,258.0,보성군,8.6,0.0,8.0,40.0,3.0,1
471,53.3,2020-01-20 15:00,258.0,보성군,8.5,0.0,8.0,43.0,4.0,1
472,15.7,2020-01-20 16:00,258.0,보성군,7.9,0.0,8.3,45.0,6.0,1
473,2.6,2020-01-20 17:00,258.0,보성군,7.0,0.0,6.5,48.0,3.0,1
474,0.0,2020-01-20 18:00,258.0,보성군,5.8,0.0,5.7,50.0,0.0,1
475,0.0,2020-01-20 19:00,258.0,보성군,5.1,0.0,5.1,53.0,2.0,1
476,0.0,2020-01-20 20:00,258.0,보성군,3.7,0.0,3.9,58.0,2.0,1
477,0.0,2020-01-20 21:00,258.0,보성군,2.8,0.0,2.7,61.0,2.0,1
478,0.0,2020-01-20 22:00,258.0,보성군,3.8,0.0,4.8,60.0,0.0,0
479,0.0,2020-01-20 23:00,258.0,보성군,3.5,0.0,4.7,63.0,0.0,0
480,0.0,2020-01-21 00:00,258.0,보성군,3.2,0.0,4.3,56.0,0.0,1
481,0.0,2020-01-21 01:00,258.0,보성군,2.2,0.0,3.5,60.0,4.0,1
482,0.0,2020-01-21 02:00,258.0,보성군,1.4,0.0,1.2,62.0,3.0,1
483,0.0,2020-01-21 03:00,258.0,보성군,0.1,0.0,3.2,69.0,0.0,1
484,0.0,2020-01-21 04:00,258.0,보성군,0.1,0.0,5.1,65.0,0.0,1
485,0.0,2020-01-21 05:00,258.0,보성군,0.3,0.0,6.3,57.0,0.0,1
486,0.0,2020-01-21 06:00,258.0,보성군,0.0,0.0,6.6,55.0,0.0,1
487,0.0,2020-01-21 07:00,258.0,보성군,-0.3,0.0,6.8,52.0,0.0,1
488,9.5,2020-01-21 08:00,258.0,보성군,-0.8,0.0,3.1,52.0,0.0,1
489,35.9,2020-01-21 09:00,258.0,보성군,1.1,0.0,3.7,46.0,2.0,1
490,61.5,2020-01-21 10:00,258.0,보성군,2.8,0.0,2.2,38.0,1.0,1
493,77.8,2020-01-21 13:00,258.0,보성군,6.3,0.0,3.3,39.0,0.0,1
494,72.8,2020-01-21 14:00,258.0,보성군,8.0,0.0,3.7,35.0,0.0,1
495,57.4,2020-01-21 15:00,258.0,보성군,8.4,0.0,3.1,30.0,0.0,1
496,19.3,2020-01-21 16:00,258.0,보성군,8.5,0.0,1.7,30.0,0.0,1
497,2.6,2020-01-21 17:00,258.0,보성군,7.3,0.0,1.9,42.0,1.0,1
498,0.0,2020-01-21 18:00,258.0,보성군,4.4,0.0,1.9,51.0,0.0,1
499,0.0,2020-01-21 19:00,258.0,보성군,2.1,0.0,2.1,65.0,7.0,1
500,0.0,2020-01-21 20:00,258.0,보성군,-0.3,0.0,2.3,75.0,9.0,1
501,0.0,2020-01-21 21:00,258.0,보성군,0.9,0.0,2.6,67.0,9.0,1
502,0.0,2020-01-21 22:00,258.0,보성군,0.5,0.0,2.9,71.0,8.0,1
503,0.0,2020-01-21 23:00,258.0,보성군,1.2,0.0,2.2,68.0,10.0,1
504,0.0,2020-01-22 00:00,258.0,보성군,0.6,0.0,1.5,79.0,10.0,1
505,0.0,2020-01-22 01:00,258.0,보성군,1.7,0.0,0.6,73.0,1.0,1
506,0.0,2020-01-22 02:00,258.0,보성군,1.9,0.0,0.2,78.0,10.0,1
507,0.0,2020-01-22 03:00,258.0,보성군,1.9,0.0,0.4,77.0,10.0,1
508,0.0,2020-01-22 04:00,258.0,보성군,2.3,0.0,0.3,78.0,10.0,1
509,0.0,2020-01-22 05:00,258.0,보성군,2.7,0.0,1.4,75.0,8.0,1
510,0.0,2020-01-22 06:00,258.0,보성군,2.7,0.0,1.2,80.0,10.0,1
511,0.0,2020-01-22 07:00,258.0,보성군,3.5,0.0,0.9,67.0,1.0,1
512,0.1,2020-01-22 08:00,258.0,보성군,3.7,0.0,0.7,73.0,9.0,1
513,1.5,2020-01-22 09:00,258.0,보성군,3.7,0.0,1.7,84.0,10.0,1
514,4.2,2020-01-22 10:00,258.0,보성군,5.0,0.0,0.2,78.0,10.0,1
515,2.5,2020-01-22 11:00,258.0,보성군,6.7,0.0,1.1,75.0,10.0,0
516,2.9,2020-01-22 12:00,258.0,보성군,6.4,0.0,0.8,86.0,10.0,0
517,1.9,2020-01-22 13:00,258.0,보성군,6.5,0.0,1.8,89.0,10.0,0
518,1.9,2020-01-22 14:00,258.0,보성군,6.9,0.0,1.8,93.0,10.0,0
523,0.0,2020-01-22 19:00,258.0,보성군,7.5,0.0,0.9,100.0,10.0,1
525,0.0,2020-01-22 21:00,258.0,보성군,7.0,6.0,0.7,100.0,10.0,1
528,0.0,2020-01-23 00:00,258.0,보성군,7.1,3.1,2.2,100.0,7.0,1
529,0.0,2020-01-23 01:00,258.0,보성군,7.3,0.0,2.2,99.0,0.0,1
530,0.0,2020-01-23 02:00,258.0,보성군,7.4,0.0,2.8,99.0,7.0,1
531,0.0,2020-01-23 03:00,258.0,보성군,7.3,0.9,1.2,100.0,10.0,1
532,0.0,2020-01-23 04:00,258.0,보성군,7.4,0.0,2.1,100.0,1.0,1
534,0.0,2020-01-23 06:00,258.0,보성군,7.3,0.9,1.8,100.0,8.0,1
535,0.0,2020-01-23 07:00,258.0,보성군,7.0,0.0,0.4,100.0,1.0,1
536,1.2,2020-01-23 08:00,258.0,보성군,8.0,0.0,1.8,100.0,10.0,1
537,13.1,2020-01-23 09:00,258.0,보성군,8.3,0.1,2.7,96.0,9.0,1
538,27.4,2020-01-23 10:00,258.0,보성군,9.0,0.0,1.7,93.0,9.0,1
543,10.9,2020-01-23 15:00,258.0,보성군,10.3,0.0,3.6,86.0,10.0,1
544,6.7,2020-01-23 16:00,258.0,보성군,10.3,0.0,4.2,84.0,10.0,1
545,1.6,2020-01-23 17:00,258.0,보성군,10.1,0.0,2.9,81.0,8.0,1
546,0.0,2020-01-23 18:00,258.0,보성군,9.6,0.0,2.9,78.0,10.0,1
547,0.0,2020-01-23 19:00,258.0,보성군,9.1,0.0,0.7,79.0,10.0,1
806,71.8,2020-02-03 14:00,258.0,보성군,7.3,0.0,7.4,51.0,6.0,1
807,58.1,2020-02-03 15:00,258.0,보성군,7.2,0.0,7.1,47.0,4.0,1
808,33.3,2020-02-03 16:00,258.0,보성군,6.5,0.0,7.3,46.0,1.0,1
809,4.4,2020-02-03 17:00,258.0,보성군,5.9,0.0,6.2,47.0,0.0,1
810,0.0,2020-02-03 18:00,258.0,보성군,4.2,0.0,4.8,54.0,0.0,1
811,0.0,2020-02-03 19:00,258.0,보성군,3.0,0.0,3.6,57.0,0.0,1
812,0.0,2020-02-03 20:00,258.0,보성군,2.9,0.0,3.8,56.0,0.0,1
813,0.0,2020-02-03 21:00,258.0,보성군,1.4,0.0,4.0,63.0,0.0,1
814,0.0,2020-02-03 22:00,258.0,보성군,1.0,0.0,4.5,65.0,0.0,1
815,0.0,2020-02-03 23:00,258.0,보성군,0.5,0.0,3.9,65.0,0.0,1
816,0.0,2020-02-04 00:00,258.0,보성군,-0.3,0.0,2.0,68.0,0.0,1
817,0.0,2020-02-04 01:00,258.0,보성군,-0.3,0.0,1.7,66.0,0.0,1
818,0.0,2020-02-04 02:00,258.0,보성군,-1.1,0.0,3.9,72.0,0.0,1
819,0.0,2020-02-04 03:00,258.0,보성군,-1.5,0.0,2.5,72.0,0.0,1
820,0.0,2020-02-04 04:00,258.0,보성군,-1.7,0.0,3.5,73.0,2.0,1
821,0.0,2020-02-04 05:00,258.0,보성군,-1.9,0.0,4.0,72.0,0.0,1
822,0.0,2020-02-04 06:00,258.0,보성군,-1.9,0.0,4.5,72.0,0.0,1
823,0.7,2020-02-04 07:00,258.0,보성군,-2.2,0.0,3.6,73.0,0.0,1
824,14.9,2020-02-04 08:00,258.0,보성군,-1.8,0.0,3.8,68.0,0.0,1
825,48.6,2020-02-04 09:00,258.0,보성군,0.6,0.0,1.7,54.0,0.0,1
826,70.2,2020-02-04 10:00,258.0,보성군,2.2,0.0,3.4,51.0,0.0,1
832,37.0,2020-02-04 16:00,258.0,보성군,8.6,0.0,5.1,31.0,0.0,1
833,4.8,2020-02-04 17:00,258.0,보성군,7.4,0.0,5.9,35.0,0.0,1
834,0.0,2020-02-04 18:00,258.0,보성군,5.1,0.0,2.9,40.0,0.0,1
835,0.0,2020-02-04 19:00,258.0,보성군,4.4,0.0,4.6,41.0,0.0,1
836,0.0,2020-02-04 20:00,258.0,보성군,3.2,0.0,3.4,48.0,0.0,1
837,0.0,2020-02-04 21:00,258.0,보성군,2.1,0.0,2.7,55.0,0.0,1
838,0.0,2020-02-04 22:00,258.0,보성군,1.7,0.0,2.8,60.0,0.0,1
839,0.0,2020-02-04 23:00,258.0,보성군,1.2,0.0,3.0,62.0,0.0,1
840,0.0,2020-02-05 00:00,258.0,보성군,1.1,0.0,3.5,62.0,0.0,1
841,0.0,2020-02-05 01:00,258.0,보성군,1.2,0.0,4.2,63.0,1.0,1
842,0.0,2020-02-05 02:00,258.0,보성군,2.2,0.0,5.0,78.0,9.0,1
843,0.0,2020-02-05 03:00,258.0,보성군,1.9,0.0,4.2,81.0,9.0,1
844,0.0,2020-02-05 04:00,258.0,보성군,2.3,0.0,8.3,69.0,9.0,1
845,0.0,2020-02-05 05:00,258.0,보성군,1.8,0.0,7.8,69.0,9.0,1
846,0.0,2020-02-05 06:00,258.0,보성군,0.2,0.0,8.2,61.0,0.0,1
847,0.8,2020-02-05 07:00,258.0,보성군,-1.1,0.0,4.4,63.0,0.0,1
848,15.7,2020-02-05 08:00,258.0,보성군,-1.4,0.0,5.5,32.0,0.0,1
849,50.5,2020-02-05 09:00,258.0,보성군,-1.1,0.0,3.7,29.0,0.0,1
852,87.9,2020-02-05 12:00,258.0,보성군,2.0,0.0,5.9,29.0,0.0,1
853,85.5,2020-02-05 13:00,258.0,보성군,2.8,0.0,6.1,27.0,0.0,1
854,78.1,2020-02-05 14:00,258.0,보성군,3.3,0.0,5.5,29.0,0.0,1
855,63.7,2020-02-05 15:00,258.0,보성군,3.2,0.0,7.1,26.0,0.0,1
856,36.2,2020-02-05 16:00,258.0,보성군,3.3,0.0,5.5,31.0,0.0,1
857,4.2,2020-02-05 17:00,258.0,보성군,1.8,0.0,5.7,38.0,0.0,1
858,0.0,2020-02-05 18:00,258.0,보성군,-0.1,0.0,6.3,38.0,0.0,1
859,0.0,2020-02-05 19:00,258.0,보성군,-1.7,0.0,5.0,52.0,0.0,1
860,0.0,2020-02-05 20:00,258.0,보성군,-2.5,0.0,4.6,55.0,0.0,1
861,0.0,2020-02-05 21:00,258.0,보성군,-2.9,0.0,3.8,57.0,0.0,1
862,0.0,2020-02-05 22:00,258.0,보성군,-4.1,0.0,2.9,64.0,0.0,1
863,0.0,2020-02-05 23:00,258.0,보성군,-3.3,0.0,3.0,51.0,0.0,1
864,0.0,2020-02-06 00:00,258.0,보성군,-4.1,0.0,3.9,55.0,0.0,1
865,0.0,2020-02-06 01:00,258.0,보성군,-5.4,0.0,2.2,59.0,0.0,1
866,0.0,2020-02-06 02:00,258.0,보성군,-5.3,0.0,1.5,53.0,0.0,1
867,0.0,2020-02-06 03:00,258.0,보성군,-5.3,0.0,3.5,54.0,0.0,1
868,0.0,2020-02-06 04:00,258.0,보성군,-5.1,0.0,4.8,53.0,0.0,1
869,0.0,2020-02-06 05:00,258.0,보성군,-5.1,0.0,5.9,57.0,0.0,1
870,0.0,2020-02-06 06:00,258.0,보성군,-5.3,0.0,7.3,57.0,0.0,1
871,0.8,2020-02-06 07:00,258.0,보성군,-4.9,0.0,4.4,45.0,0.0,1
872,15.3,2020-02-06 08:00,258.0,보성군,-5.3,0.0,4.8,54.0,0.0,1
873,41.5,2020-02-06 09:00,258.0,보성군,-3.7,0.0,4.0,45.0,0.0,1
874,63.6,2020-02-06 10:00,258.0,보성군,-1.1,0.0,3.8,30.0,0.0,1
881,2.5,2020-02-06 17:00,258.0,보성군,4.0,0.0,0.5,29.0,10.0,1
882,0.0,2020-02-06 18:00,258.0,보성군,2.6,0.0,2.5,31.0,10.0,1
883,0.0,2020-02-06 19:00,258.0,보성군,1.1,0.0,1.2,44.0,10.0,1
884,0.0,2020-02-06 20:00,258.0,보성군,1.4,0.0,2.2,35.0,10.0,1
885,0.0,2020-02-06 21:00,258.0,보성군,0.3,0.0,2.1,44.0,10.0,1
886,0.0,2020-02-06 22:00,258.0,보성군,0.2,0.0,1.0,48.0,10.0,1
887,0.0,2020-02-06 23:00,258.0,보성군,0.4,0.0,3.0,42.0,10.0,1
888,0.0,2020-02-07 00:00,258.0,보성군,0.4,0.0,3.9,42.0,9.0,1
889,0.0,2020-02-07 01:00,258.0,보성군,0.2,0.0,2.6,45.0,10.0,1
890,0.0,2020-02-07 02:00,258.0,보성군,-0.7,0.0,1.8,51.0,10.0,1
891,0.0,2020-02-07 03:00,258.0,보성군,-0.5,0.0,3.9,47.0,10.0,1
892,0.0,2020-02-07 04:00,258.0,보성군,-1.4,0.0,1.0,62.0,9.0,1
893,0.0,2020-02-07 05:00,258.0,보성군,-1.7,0.0,3.1,55.0,8.0,1
894,0.0,2020-02-07 06:00,258.0,보성군,-1.2,0.0,3.7,51.0,9.0,1
895,0.2,2020-02-07 07:00,258.0,보성군,-1.8,0.0,1.6,58.0,9.0,1
896,8.5,2020-02-07 08:00,258.0,보성군,-1.6,0.0,3.0,51.0,7.0,1
897,38.0,2020-02-07 09:00,258.0,보성군,0.2,0.0,3.5,46.0,0.0,1
898,58.2,2020-02-07 10:00,258.0,보성군,3.2,0.0,5.6,35.0,0.0,1
902,40.7,2020-02-07 14:00,258.0,보성군,8.3,0.0,3.7,34.0,7.0,1
903,51.8,2020-02-07 15:00,258.0,보성군,7.7,0.0,6.4,33.0,5.0,1
904,15.4,2020-02-07 16:00,258.0,보성군,7.3,0.0,5.0,33.0,7.0,1
905,3.6,2020-02-07 17:00,258.0,보성군,5.7,0.0,6.1,38.0,8.0,1
906,0.0,2020-02-07 18:00,258.0,보성군,4.4,0.0,4.7,46.0,8.0,1
907,0.0,2020-02-07 19:00,258.0,보성군,3.0,0.0,3.1,55.0,7.0,1
908,0.0,2020-02-07 20:00,258.0,보성군,3.3,0.0,3.8,57.0,8.0,1
909,0.0,2020-02-07 21:00,258.0,보성군,2.8,0.0,3.4,60.0,9.0,1
910,0.0,2020-02-07 22:00,258.0,보성군,2.7,0.0,3.0,61.0,0.0,1
911,0.0,2020-02-07 23:00,258.0,보성군,2.2,0.0,3.2,63.0,0.0,1
912,0.0,2020-02-08 00:00,258.0,보성군,2.6,0.0,3.7,59.0,0.0,1
913,0.0,2020-02-08 01:00,258.0,보성군,2.4,0.0,4.2,57.0,0.0,1
914,0.0,2020-02-08 02:00,258.0,보성군,1.4,0.0,4.3,63.0,0.0,1
915,0.0,2020-02-08 03:00,258.0,보성군,1.8,0.0,4.4,62.0,0.0,1
916,0.0,2020-02-08 04:00,258.0,보성군,1.3,0.0,4.3,66.0,0.0,1
917,0.0,2020-02-08 05:00,258.0,보성군,2.5,0.0,2.6,66.0,1.0,1
918,0.0,2020-02-08 06:00,258.0,보성군,3.9,0.0,3.7,62.0,7.0,1
919,0.0,2020-02-08 07:00,258.0,보성군,4.2,0.0,4.2,61.0,2.0,1
920,2.2,2020-02-08 08:00,258.0,보성군,3.8,0.0,6.7,68.0,9.0,1
921,8.9,2020-02-08 09:00,258.0,보성군,4.0,0.0,4.3,70.0,9.0,1
922,24.0,2020-02-08 10:00,258.0,보성군,4.9,0.0,3.8,69.0,8.0,1
923,24.1,2020-02-08 11:00,258.0,보성군,6.2,0.0,4.7,59.0,9.0,1
924,43.7,2020-02-08 12:00,258.0,보성군,5.7,0.0,7.2,55.0,7.0,1
